entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
173,273,2,[[2]],"[0.10511111468076706, 0.05109986290335655, -0.003792603500187397, -0.1124611496925354, 0.003939772490411997, 0.050250034779310226, 0.08112984150648117, 0.03985307738184929, -0.026226341724395752, 0.0696621909737587, 0.12442100048065186, -0.12706737220287323, 0.08259706944227219, -0.02091624215245247, 0.05991121381521225, 0.049081142991781235, 0.10263826698064804, 0.002496741246432066, 0.06492391228675842, -0.038135237991809845, 0.005939704366028309, -0.12092235684394836, 0.05268842354416847, 0.1609310656785965, -0.02602308988571167, -0.06738472729921341, -0.13428117334842682, -0.009160199202597141, 0.018576061353087425, -0.16971564292907715]",2,"[0.05744067409671333, 0.09548852973440357, 0.6853871394819931, 0.16168365668688994]",2,"[0.002, 0.037, 0.939, 0.022]",2,"[0.00024477255087427245, 0.001155291747197615, 0.9980008350995195, 0.0005991006024081061]",2,"[0.0018414136720821261, 0.001064527896232903, 0.9958415627479553, 0.0012524955673143268]"
193,293,2,[[2]],"[-0.07047342509031296, -0.18196827173233032, 0.013882159255445004, -0.08475681394338608, -0.025698043406009674, -0.04370568320155144, -0.05765032395720482, -0.04894283041357994, -0.04857313632965088, 0.009920439682900906, 0.05925426259636879, 0.07908060401678085, -0.04188872128725052, -0.14741195738315582, 0.20013202726840973, -0.11420542001724243, 0.0039009435568004847, -0.041720859706401825, 0.11380036920309067, 0.0004539293877314776, -0.08388708531856537, -0.035123832523822784, -0.051336005330085754, 0.1090446189045906, -0.03082485869526863, 0.10621453821659088, 0.0830954760313034, -0.0004325139452703297, -0.03348447382450104, 0.037054069340229034]",2,"[0.0971028479520399, 0.10479310809821205, 0.6004915989027568, 0.19761244504699127]",2,"[0.0, 0.065, 0.908, 0.027]",2,"[0.00034385951874727546, 0.0028210785438809436, 0.9959488370108124, 0.0008862249265597228]",2,"[0.001913420739583671, 0.004878680687397718, 0.987707793712616, 0.005500137805938721]"
7,307,3,[[3]],"[0.00973720382899046, -0.16571766138076782, 0.12480244040489197, 0.10437338799238205, 0.06117888540029526, 0.20124918222427368, -0.1879475861787796, -0.15988358855247498, 0.07333396375179291, -0.041668862104415894, -0.015178306959569454, -0.11934008449316025, -0.00214606081135571, 0.08890525251626968, 0.16925689578056335, -0.07111046463251114, 0.002544228220358491, -0.06415150314569473, -0.08456675708293915, 0.22932489216327667, -0.010825496166944504, 0.08006511628627777, -0.13959580659866333, 0.001436169259250164, -0.07119627296924591, -0.043502431362867355, 0.1482856124639511, -0.09777204692363739, -0.0725410133600235, 0.09986280649900436]",3,"[0.014797950231555909, 0.23028824790896876, 0.06664785592855814, 0.6882659459309172]",3,"[0.0, 0.111, 0.008, 0.881]",3,"[0.000997736575999651, 0.015655306486066327, 0.001298954576007415, 0.9820480023619264]",3,"[0.0018418313702568412, 0.021913796663284302, 0.002326609566807747, 0.9739177823066711]"
84,184,1,[[1]],"[0.08037707209587097, -0.18485870957374573, 0.15357691049575806, 0.0038992385379970074, 0.035538334399461746, 0.07562020421028137, -0.1617497205734253, -0.08755365014076233, 0.042915306985378265, -0.10301058739423752, -0.13431264460086823, -0.06991173326969147, 0.03790254145860672, 0.12074994295835495, -0.034425653517246246, -0.17616739869117737, -0.08976061642169952, 0.055224526673555374, 0.05940679460763931, -0.00637446716427803, -0.11117781698703766, 0.02953527495265007, -0.18512214720249176, 0.10104181617498398, 0.07577744871377945, 0.172273188829422, 0.08553489297628403, 0.006015839520841837, 0.07946152985095978, 0.19259165227413177]",1,"[0.11097003853746716, 0.5032409599814337, 0.22720486139206594, 0.15858414008903318]",1,"[0.0, 0.857, 0.106, 0.037]",1,"[0.0028291978515024123, 0.9704519258043366, 0.021414125036564608, 0.005304751307596524]",1,"[0.004449643660336733, 0.9479120969772339, 0.03973311930894852, 0.007905152626335621]"
69,169,1,[[1]],"[-0.034689608961343765, -0.0229922067373991, 0.15149010717868805, 0.1393650621175766, 0.031249895691871643, 0.010977499186992645, 0.006125350948423147, 0.0893886536359787, 0.033183153718709946, -0.20100544393062592, -0.2528904974460602, -0.2406732439994812, -0.008334575220942497, 0.0625985860824585, -0.1025390625, -0.08894173055887222, -0.13134074211120605, 0.04541522264480591, -0.13977274298667908, -0.08674539625644684, -0.09134717285633087, 0.015386071987450123, -0.017818262800574303, 0.09845828264951706, -0.19782358407974243, 0.05600621923804283, -0.13534404337406158, -0.003606476355344057, -0.11387288570404053, 0.11907970160245895]",1,"[0.10006105308429093, 0.6341499933647022, 0.06391383968010902, 0.20187511387089782]",1,"[0.018, 0.919, 0.038, 0.025]",1,"[0.0012193738879774628, 0.9939495553954403, 0.0017414154951845124, 0.0030896552213976972]",1,"[0.002427403349429369, 0.9936023354530334, 0.0018105931812897325, 0.002159644616767764]"
215,315,3,[[3]],"[0.04102608561515808, 0.07586855441331863, -0.09516536444425583, -0.019217727705836296, -0.026712367311120033, 0.0034008922521024942, -0.04545339196920395, 0.10150982439517975, 0.1877908855676651, 0.1159604862332344, 0.11224254220724106, -0.018862877041101456, -0.03833792731165886, 0.053501710295677185, 0.018393216654658318, 0.10293180495500565, -0.008400632999837399, -0.12355223298072815, -0.05721970647573471, 0.016666360199451447, -0.16498836874961853, 0.15006762742996216, 0.0808095932006836, -0.05214342474937439, 0.06411748379468918, -0.03635265305638313, -0.009646407328546047, -0.15006060898303986, 0.03539930284023285, -0.04534649848937988]",3,"[0.09811919527758116, 0.060005583480506657, 0.13098777610643686, 0.7108874451354754]",3,"[0.0, 0.045, 0.03, 0.925]",3,"[0.002972991991093642, 0.016887067142924247, 0.004589045602419234, 0.975550895263563]",3,"[0.0036116372793912888, 0.009179388172924519, 0.004077864345163107, 0.9831310510635376]"
353,300,0,[[0]],"[0.221114382147789, 0.0566195584833622, -0.06712270528078079, -0.13365517556667328, 0.15640008449554443, 0.0614766925573349, -0.04447653889656067, 0.1938340663909912, -0.04583379253745079, -0.04644761234521866, -0.08825267851352692, 0.06598475575447083, 0.08508170396089554, -0.09233077615499496, -0.060223545879125595, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8381366821340419, 0.07566774130299808, 0.04447030108129884, 0.04172527548166119]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9976589707001504, 0.0012675275954524407, 0.00038440640673948894, 0.0006890952976576505]",0,"[0.9951710104942322, 0.0021352902986109257, 0.0015782183036208153, 0.001115471706725657]"
22,0,0,[[0]],"[0.021615881472826004, -0.07783015072345734, -0.0237293541431427, 0.07307944446802139, -0.07932204753160477, 0.11436847597360611, -0.011380999349057674, 0.20306387543678284, 0.04261977598071098, 0.08376983553171158, 0.05652403086423874, -0.17699195444583893, -0.09659873694181442, 0.14307929575443268, -0.08926603198051453, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8579074629576806, 0.07398370857762042, 0.02078687835322186, 0.04732195011147707]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9970172367512492, 0.0019691680540950547, 0.00032494315051455395, 0.0006886520441416465]",0,"[0.9929580688476562, 0.004005612805485725, 0.001108844531700015, 0.0019274314399808645]"
266,200,0,[[0]],"[-0.1185482069849968, 0.1840064376592636, 0.09704577922821045, 0.0008215623674914241, -0.028435830026865005, 0.02462531253695488, 0.05382758378982544, 0.006314088590443134, 0.019760683178901672, 0.07997499406337738, 0.01669730618596077, -0.06007075682282448, -0.11680646985769272, 0.13302470743656158, 0.07188399881124496, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8514025312247914, 0.04643546052319352, 0.05142730403522349, 0.050734704216791646]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9979234942403635, 0.0010692103711626621, 0.0003180173811601225, 0.0006892780073139893]",0,"[0.9957504272460938, 0.0013261385029181838, 0.00156065181363374, 0.0013627996668219566]"
239,339,3,[[3]],"[0.13724693655967712, 0.12469350546598434, 0.041412513703107834, 0.09053123742341995, -0.0859692320227623, 0.12342540919780731, 0.0030531089287251234, 0.2662290036678314, 0.1041785478591919, -0.08028122782707214, -0.11257080733776093, -0.05012954771518707, -0.10368991643190384, 0.0127065135166049, -0.0393100306391716, -0.06735873222351074, 0.013875678181648254, -0.10182242095470428, -0.09921244531869888, 0.16950082778930664, -0.12206057459115982, 0.07255424559116364, 0.010488852858543396, -0.1243700459599495, -0.13871824741363525, -0.05845949426293373, 0.07330393046140671, -0.049662068486213684, 0.01399217639118433, -0.1229209378361702]",3,"[0.01588570166615579, 0.12859086294486366, 0.06507897242251467, 0.7904444629664659]",3,"[0.0, 0.003, 0.001, 0.996]",3,"[0.0003964984163100113, 0.0018554860578480282, 0.0005162018158245433, 0.9972318137100172]",3,"[0.0007867456297390163, 0.0012065204791724682, 0.0005523813306353986, 0.9974543452262878]"
81,381,3,[[3]],"[0.13712754845619202, 0.0705251395702362, 0.124888576567173, 0.014209751971065998, -0.09580603986978531, -0.07793032377958298, -0.14593635499477386, 0.1953142285346985, 0.007038782816380262, 0.15454478561878204, -0.08079300075769424, -0.178543820977211, -0.16298247873783112, -0.035351675003767014, 0.06561214476823807, 0.05929361283779144, 0.14820025861263275, -0.03246959298849106, 0.0940561294555664, 0.09975536912679672, -0.15657733380794525, 0.019989479333162308, -0.09215182811021805, -0.06430265307426453, 0.10166043788194656, 0.013003611005842686, -0.03260897099971771, -0.23078760504722595, 0.03931223601102829, -0.007703876588493586]",3,"[0.08110850064282674, 0.09422903895802669, 0.26803720489137034, 0.5566252555077762]",3,"[0.0, 0.079, 0.162, 0.759]",3,"[0.0010650481332781531, 0.00576769964944665, 0.0016198900402059813, 0.9915473621770691]",3,"[0.007759005296975374, 0.020503021776676178, 0.03909400850534439, 0.9326439499855042]"
186,286,2,[[2]],"[0.1100640520453453, -0.07639628648757935, -0.0803903341293335, -0.045213550329208374, -0.028366494923830032, -0.09770805388689041, 0.1574006974697113, -0.044567130506038666, -0.05397391319274902, 0.0921371728181839, -0.08020670711994171, 0.05859777703881264, -0.16880497336387634, -0.17223429679870605, 0.11321572214365005, 0.0557754784822464, 0.14032867550849915, -0.008761868812143803, 0.010721485130488873, -0.045833930373191833, -0.11687508970499039, -0.0023388529662042856, -0.05540186166763306, 0.21050335466861725, 0.08098742365837097, -0.05419286713004112, 0.033593807369470596, -0.11552952229976654, -0.04877064377069473, -0.16494004428386688]",2,"[0.0493608300402145, 0.10264515606946771, 0.6966751898786965, 0.1513188240116213]",2,"[0.0, 0.065, 0.907, 0.028]",2,"[0.0011449113518610947, 0.006509474965289956, 0.9887368793546829, 0.0036087343281662842]",2,"[0.002241355599835515, 0.012857594527304173, 0.9810101389884949, 0.003890880849212408]"
38,338,3,[[3]],"[0.13417182862758636, 0.010776682756841183, 0.11498448252677917, 0.10060013085603714, -0.0817599818110466, 0.15232661366462708, -0.01273354608565569, 0.13390427827835083, 0.1508643478155136, 0.003919698763638735, 0.10730843991041183, -0.11605221778154373, -0.06819295883178711, 0.09413870424032211, -0.0762091800570488, 0.13921180367469788, 0.07470697909593582, 0.007216049358248711, -0.07486728578805923, 0.08260234445333481, 0.04886007681488991, 0.1854623407125473, -0.1732354760169983, 0.06477987766265869, 0.0195681843906641, -0.0579322874546051, 0.0953170657157898, 0.07040619850158691, 0.0031907015945762396, -0.07694803178310394]",3,"[0.03809409884936335, 0.22464556485361986, 0.07828758971243104, 0.6589727465845857]",3,"[0.001, 0.109, 0.026, 0.864]",3,"[0.0007208676325455197, 0.014143850607094796, 0.0009384985300879279, 0.9841967832302719]",3,"[0.004172282759100199, 0.03549142926931381, 0.003888472216203809, 0.9564478397369385]"
258,358,3,[[3]],"[-0.08188454806804657, 0.08937067538499832, -0.13558122515678406, -0.004562435206025839, 0.05666506290435791, 0.15511345863342285, -0.03900345414876938, 0.024978678673505783, 0.12049679458141327, -0.12062374502420425, -0.0076339393854141235, 0.05663566291332245, -0.019724082201719284, 0.06472243368625641, -0.03339865803718567, -0.1282014697790146, -0.007251891307532787, -0.024884724989533424, -0.10046999156475067, 0.1414317786693573, 0.02899252437055111, 0.0021865563467144966, -0.0025760976132005453, -0.04528777301311493, -0.1580664962530136, -0.2683217525482178, -0.04104816913604736, -0.13802559673786163, -0.15025150775909424, -0.09980560094118118]",3,"[0.021770211820238087, 0.0851554070604913, 0.10660074650916099, 0.7864736346101097]",3,"[0.0, 0.007, 0.006, 0.987]",3,"[0.0006323606060351816, 0.0025501297891449, 0.0008232711144955647, 0.9959942384903241]",3,"[0.0009393825894221663, 0.0026389441918581724, 0.0015663045924156904, 0.9948554039001465]"
383,300,0,[[0]],"[-0.02279479242861271, 0.017630938440561295, 0.017776109278202057, -0.09167678654193878, -0.018120329827070236, 0.05236270651221275, -0.07055419683456421, -0.17218738794326782, -0.06079211086034775, -0.0997936949133873, -0.016645660623908043, -0.03635004162788391, -0.13059546053409576, -0.06778568774461746, -0.06633332371711731, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.847573347979851, 0.06781882986663829, 0.03937326329947186, 0.045234558854039056]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.997655832247122, 0.0012675236080419753, 0.0003875510149466015, 0.0006890931298896182]",0,"[0.9961354732513428, 0.0015470784856006503, 0.0013647412415593863, 0.0009527066140435636]"
269,369,3,[[3]],"[-0.11093799769878387, 0.0672270879149437, 0.004896225407719612, -0.010767973959445953, -0.09722449630498886, 0.0725511908531189, -0.19133694469928741, -0.005330320447683334, 0.09055372327566147, 0.0905127003788948, 0.03855321928858757, -0.14938895404338837, 0.12127068638801575, -0.04628843069076538, -0.043990474194288254, -0.15896640717983246, 0.07883381098508835, -0.17640997469425201, 0.05172055587172508, 0.09706979244947433, -0.1171804741024971, -0.0163523331284523, 0.09887901693582535, -0.14811521768569946, -0.08456864953041077, -0.18679536879062653, -0.08112700283527374, 0.03940941020846367, -0.1206154003739357, -0.029740842059254646]",3,"[0.08559057662577725, 0.05020218936987665, 0.07774405708211872, 0.7864631769222273]",3,"[0.003, 0.037, 0.047, 0.913]",3,"[0.0004335673863782383, 0.0017600936204713, 0.0007366146228506944, 0.9970697243702996]",3,"[0.003233074676245451, 0.003061180002987385, 0.004481134470552206, 0.9892246127128601]"
174,100,0,[[0]],"[-0.13424326479434967, -0.09587831050157547, 0.14110548794269562, -0.06963557004928589, 0.07394956052303314, -0.16415336728096008, -0.034063976258039474, -0.0434468649327755, 0.11640194803476334, -0.1264622062444687, 0.008140893653035164, -0.04477754980325699, 0.17879873514175415, 0.1797485053539276, -0.1996784508228302, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8561327602193006, 0.07147973944541505, 0.046464760901916605, 0.025922739433367828]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9977802425947524, 0.0012053865178272326, 0.0003251918257766361, 0.0006891790616439042]",0,"[0.995649516582489, 0.0019184187985956669, 0.0012149742105975747, 0.0012171340640634298]"
5,105,1,[[1]],"[-0.08079975098371506, -0.1152540072798729, 0.16906756162643433, 0.14834734797477722, -0.10488337278366089, 0.17064569890499115, -0.18480893969535828, 0.1080629751086235, -0.010708202607929707, 0.024891654029488564, 0.01209841575473547, -0.0756889283657074, -0.04847284033894539, 0.06949850171804428, -0.07079297304153442, -0.05031190812587738, 0.07183317095041275, 0.08051103353500366, -0.029597576707601547, -0.031001634895801544, -0.03021903894841671, -0.024981394410133362, 0.045795612037181854, 0.17143122851848602, 0.02969422936439514, 0.0904928669333458, -0.027574781328439713, -0.04779992252588272, 0.072573222219944, -0.12076739221811295]",1,"[0.039442825054040245, 0.4486159242078546, 0.2938190564944998, 0.21812219424360543]",1,"[0.0, 0.859, 0.095, 0.046]",1,"[0.006515849205547651, 0.9659864238169, 0.009774756393453203, 0.017722970584098906]",1,"[0.005567528307437897, 0.9470861554145813, 0.036070868372917175, 0.011275519616901875]"
2,302,3,[[3]],"[-0.0038365095388144255, 0.022048551589250565, 0.027406373992562294, 0.1664639562368393, -0.08778510987758636, 0.1644357144832611, -0.12119126319885254, 0.047896452248096466, 0.1045800969004631, -0.044635314494371414, -0.060663994401693344, -0.08452147990465164, 0.0815582275390625, 0.03546180948615074, -0.10757222026586533, -0.018948733806610107, -0.09394622594118118, -0.05175549536943436, -0.07198738306760788, -0.0011948997853323817, 0.0066508022136986256, 0.1214086040854454, -0.26003825664520264, 0.01788332872092724, -0.007559253368526697, -0.11152654886245728, 0.009067965671420097, 0.032697223126888275, -0.031136898323893547, -0.13464179635047913]",3,"[0.030358055248962762, 0.2475631684874248, 0.0545589946532704, 0.6675197816103421]",3,"[0.0, 0.064, 0.013, 0.923]",3,"[0.0012981644859963028, 0.03857032760932094, 0.0018249254466750373, 0.9583065824580076]",3,"[0.0013580986997112632, 0.028899671509861946, 0.00145667081233114, 0.9682855010032654]"
285,385,3,[[3]],"[-0.07049129903316498, 0.03977205976843834, -0.1197793185710907, -0.0013112133601680398, 0.05839620530605316, 0.13730566203594208, -0.14305923879146576, 0.0865635871887207, -0.024483023211359978, -0.1578417420387268, -0.02747412398457527, -0.007776264566928148, 0.09543535113334656, -0.0693235918879509, -0.0030250672716647387, -0.19730985164642334, -0.07029065489768982, -0.22341948747634888, -0.16500307619571686, 0.09965963661670685, -0.08814262598752975, -0.03322139009833336, 0.00033557278220541775, -0.12677861750125885, -0.22742123901844025, -0.10696662962436676, 0.010152636095881462, -0.018610121682286263, -0.07792524248361588, -0.008125575259327888]",3,"[0.020616992441542435, 0.16570036423098367, 0.0652498773964804, 0.7484327659309935]",3,"[0.0, 0.032, 0.015, 0.953]",3,"[0.00039618007411949173, 0.0018178729970194272, 0.001054701208873305, 0.9967312457199875]",3,"[0.0010522863594815135, 0.002492487197741866, 0.0016604374395683408, 0.9947947859764099]"
226,200,0,[[0]],"[0.1173708438873291, -0.02424372360110283, 0.0507168285548687, -0.014048397541046143, 0.07632109522819519, 0.03754603490233421, -0.07339030504226685, -0.09614937007427216, 0.15015651285648346, 0.15056787431240082, 0.04777907580137253, 0.0176578089594841, -0.08884061127901077, 0.13297228515148163, 0.07812187820672989, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8583845223564807, 0.041486945957011134, 0.052275451540904204, 0.04785308014560409]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9978743622405999, 0.001111171187354087, 0.00032522250080723673, 0.0006892440712386416]",0,"[0.9960415363311768, 0.0013469180557876825, 0.0011313779978081584, 0.0014801290817558765]"
158,258,2,[[2]],"[-0.07560352981090546, -0.11906613409519196, -0.07805105298757553, -0.20785759389400482, 0.11042122542858124, -0.04754292592406273, 0.13623982667922974, 0.0429660864174366, -0.02965121902525425, 0.0782848596572876, -0.09496603906154633, 0.06083248183131218, 0.01246466301381588, -0.01948247291147709, 0.1747908592224121, -0.08188454806804657, 0.08937067538499832, -0.13558122515678406, -0.004562435206025839, 0.05666506290435791, 0.15511345863342285, -0.03900345414876938, 0.024978678673505783, 0.12049679458141327, -0.12062374502420425, -0.0076339393854141235, 0.05663566291332245, -0.019724082201719284, 0.06472243368625641, -0.03339865803718567]",2,"[0.02343310047417657, 0.11961573548349533, 0.6627252290782647, 0.19422593496406337]",2,"[0.0, 0.046, 0.897, 0.057]",2,"[0.0002525766696757915, 0.001625979348723246, 0.9964678978573869, 0.0016535461242145513]",2,"[0.0005280013429000974, 0.002089629415422678, 0.9945942759513855, 0.0027880745474249125]"
47,147,1,[[1]],"[-0.0668015331029892, -0.08346009254455566, -0.0009327690931968391, 0.17996513843536377, 0.03617474436759949, 0.2007155567407608, -0.06743603199720383, 0.022175194695591927, -0.11956889182329178, 0.08292587846517563, 0.01328466460108757, -0.06220531463623047, 0.12354125082492828, 0.044281862676143646, -0.0637982040643692, -0.06572378426790237, 0.011783663183450699, -0.06483899801969528, -0.0786602720618248, -0.05799584090709686, 0.03881562501192093, 0.03150330111384392, -0.03225200995802879, -0.05340459197759628, -0.11456410586833954, -0.003943618852645159, -0.09202288091182709, 0.11440854519605637, 0.017316332086920738, -0.006974278017878532]",1,"[0.10884443252671641, 0.43213626937011834, 0.08794522482178754, 0.37107407328137765]",1,"[0.003, 0.816, 0.031, 0.15]",1,"[0.0030509196810408375, 0.9763784152845829, 0.004357087567243446, 0.016213577467132867]",1,"[0.002235057530924678, 0.9760826826095581, 0.0023938610684126616, 0.019288331270217896]"
76,376,3,[[3]],"[0.11117696017026901, -0.12010551989078522, 0.09806672483682632, 0.06814248859882355, 0.07391507923603058, 0.12006964534521103, -0.14346963167190552, 0.036341406404972076, 0.05370911955833435, 0.04764638468623161, 0.10457850992679596, -0.0790070965886116, 0.133217915892601, 0.06360607594251633, -0.02045069821178913, 0.03745066002011299, -0.024991828948259354, -0.04977637901902199, -0.12507754564285278, 0.09894291311502457, -0.0498042106628418, 0.08215156942605972, -0.21210531890392303, -0.1456555426120758, -0.00486075971275568, -0.011890243738889694, 0.1352585405111313, 0.06962213665246964, 0.04078121483325958, -0.055976830422878265]",3,"[0.036942450564805385, 0.18223052213248378, 0.047726894477720036, 0.7331001328249909]",3,"[0.0, 0.029, 0.005, 0.966]",3,"[0.0003767560734033435, 0.0022887880879562013, 0.0005280658528637716, 0.9968063899857764]",3,"[0.0010562193347141147, 0.002741763601079583, 0.000644541869405657, 0.9955574870109558]"
10,0,0,[[0]],"[-0.06307725608348846, 0.04108905419707298, 0.10123025625944138, -0.01691175438463688, 0.03739187866449356, 0.17545294761657715, -0.11887620389461517, 0.06245563179254532, -0.15277738869190216, -0.24126699566841125, -0.19495046138763428, 0.07256072014570236, 0.02161460369825363, 0.050620224326848984, 0.0017260530730709434, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8351360259577221, 0.1151850659704558, 0.03503980517753313, 0.014639102894289008]",0,"[0.997, 0.001, 0.002, 0.0]",0,"[0.9980275398704451, 0.0009578378329099414, 0.0003252724237371476, 0.000689349872907882]",0,"[0.9923070073127747, 0.005356903653591871, 0.0010473940055817366, 0.0012887000339105725]"
156,256,2,[[2]],"[0.0924094021320343, -0.05846446752548218, 0.25067272782325745, 0.10016854852437973, 0.013063681311905384, 0.013089551590383053, 0.06969717890024185, -0.08738743513822556, -0.08284270018339157, -0.002766108838841319, 0.10323746502399445, -0.04501952975988388, -0.0846075639128685, 0.13100044429302216, 0.14617939293384552, 0.06817346066236496, 0.1332232505083084, 0.17947575449943542, 0.06198211759328842, -0.03764313831925392, -0.030669942498207092, -0.10209111124277115, -0.17656932771205902, -0.012909801676869392, 0.16734841465950012, 0.18086838722229004, 0.0432257354259491, 0.009241314604878426, -0.0032053992617875338, -0.11158209294080734]",2,"[0.1350276479039668, 0.1796396303494931, 0.5357839185849924, 0.14954880316154762]",2,"[0.0, 0.1, 0.848, 0.052]",2,"[0.00022961476486114263, 0.009911383486381124, 0.989296528391967, 0.0005624733567904206]",2,"[0.0035849506966769695, 0.019101347774267197, 0.970805823802948, 0.006507893092930317]"
354,300,0,[[0]],"[0.06493128836154938, -0.17791715264320374, -0.06538926810026169, -0.09612970799207687, 0.08515274524688721, -0.0760822668671608, -0.09805450588464737, -0.014753695577383041, -0.03720290586352348, 0.1361171305179596, 0.04433135688304901, 0.09288893640041351, -0.19199788570404053, -0.017096035182476044, -0.0543372817337513, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8651154122506116, 0.052250947115247366, 0.036877859888709244, 0.04575578074543181]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9977175020118302, 0.0012676019595938266, 0.0003257603026230072, 0.000689135725953119]",0,"[0.9960359930992126, 0.0016828508814796805, 0.0012420895509421825, 0.0010390692623332143]"
398,300,0,[[0]],"[0.12470149993896484, -0.04723931849002838, -0.05343093350529671, -0.22958582639694214, 0.0458541139960289, 0.0524681881070137, -0.22974547743797302, 0.09887339174747467, -0.013971583917737007, -0.16805502772331238, 0.036350034177303314, 0.22194045782089233, -0.19348031282424927, -0.06724163144826889, -0.14772967994213104, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8683747459105885, 0.05363713076018157, 0.0362888946104949, 0.04169922871873505]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9975445363115768, 0.0013789396512570839, 0.00038750778074560173, 0.0006890162564207419]",0,"[0.9952226281166077, 0.0022395080886781216, 0.0014954193029552698, 0.001042438903823495]"
150,350,3,[[3]],"[-0.020672090351581573, -0.0025975769385695457, -0.03821346536278725, -0.14373503625392914, -0.11345548182725906, 0.11546936631202698, -0.06828733533620834, 0.0942043587565422, 0.19588179886341095, -0.01795012131333351, 0.19440726935863495, 0.03101770579814911, 0.009640760719776154, 0.09088269621133804, 0.0825725793838501, -0.12524592876434326, 0.03767092898488045, -0.22751256823539734, -0.15560583770275116, 0.04517354816198349, -0.17620423436164856, 0.14346814155578613, 0.07579252868890762, 0.05648564174771309, 0.011192044243216515, 0.03957318887114525, 0.11796995997428894, 0.10962338745594025, -0.13297848403453827, 0.06730755418539047]",3,"[0.06001074150146667, 0.10515942987808843, 0.09013806473382947, 0.7446917638866154]",3,"[0.002, 0.037, 0.024, 0.937]",3,"[0.0009915361343056132, 0.005348707071345708, 0.0012932201575923039, 0.9923665366367564]",3,"[0.001542755402624607, 0.004439317621290684, 0.0025833656545728445, 0.9914345741271973]"
