entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
241,341,3,[[3]],"[-0.08938159048557281, -0.006603791378438473, -0.01949784904718399, 0.022477930411696434, 0.09637721627950668, -0.1126430481672287, -0.13578741252422333, 0.10612551122903824, 0.1098620742559433, 0.2089260220527649, -0.03318675979971886, -0.03612044081091881, -0.17109966278076172, 0.027523119002580643, 0.039052583277225494, 0.06595003604888916, -0.08012128621339798, -0.1262645274400711, -0.03848801553249359, 0.2346457988023758, -0.19161003828048706, -0.02301630564033985, -0.06825333088636398, -0.1690453439950943, -0.11760986596345901, -0.2531866133213043, 0.06350702792406082, -0.14332589507102966, -0.010777249000966549, 0.07870089262723923]",3,"[0.04402317220153607, 0.04705777116807059, 0.04488507022161397, 0.8640339864087795]",3,"[0.001, 0.016, 0.021, 0.962]",3,"[0.0003786063788917983, 0.0016414946289143844, 0.0004975528182415086, 0.9974823461739525]",3,"[0.0009957613656297326, 0.0011881961254402995, 0.00137432967312634, 0.996441662311554]"
196,396,3,[[2]],"[-0.020251987501978874, 0.07498662918806076, -0.05016639456152916, 0.028009071946144104, 0.0539003424346447, -0.0019676866941154003, 0.18843448162078857, -0.16824805736541748, 0.08693568408489227, 0.10168340057134628, 0.12232772260904312, 0.07285444438457489, 0.2101219892501831, -0.08925890177488327, 0.1563502699136734, -0.22221951186656952, -0.19253717362880707, -0.019565122202038765, -0.05227452889084816, -0.08171014487743378, -0.1505221277475357, -0.03768109902739525, -0.16164210438728333, -0.03647994622588158, -0.027240868657827377, 0.013910750858485699, 0.08687198907136917, -0.014110823161900043, 0.06405431777238846, 0.164969339966774]",3,"[0.08367305498850439, 0.08797494723405758, 0.34164836657237385, 0.4867036312050642]",2,"[0.0, 0.291, 0.376, 0.333]",2,"[0.00046395093620434666, 0.005516590958495648, 0.9851703972495406, 0.008849060855759384]",2,"[0.008597725071012974, 0.06549572944641113, 0.6910572052001953, 0.23484937846660614]"
153,100,0,[[0]],"[0.18460366129875183, 0.21653324365615845, 0.05257498100399971, -0.16845522820949554, -0.11800018697977066, -0.05625792592763901, -0.039636749774217606, -0.10557381808757782, 0.073436439037323, 0.07489028573036194, 0.13063107430934906, 0.009162554517388344, -0.04309257119894028, -0.10417898744344711, 0.16653506457805634, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8014499354302332, 0.015083484322778947, 0.12870255401106268, 0.05476402623592515]",0,"[0.999, 0.0, 0.0, 0.001]",0,"[0.9979916575650553, 0.0009344827525941614, 0.00038453459379144057, 0.0006893250885590813]",0,"[0.9932724237442017, 0.0013876956654712558, 0.0031390467192977667, 0.00220083468593657]"
37,337,3,[[2]],"[0.37106388807296753, -0.6737626791000366, 0.5841909050941467, 0.3761529326438904, -0.5488364100456238, -0.4721962511539459, 0.05220150575041771, -0.7017576694488525, -0.5499368906021118, -0.5389257669448853, -0.6360253691673279, 0.1804225742816925, 0.4782504737377167, -0.25346213579177856, 0.5545101761817932, -0.10960754007101059, -0.07571927458047867, -0.14162366092205048, 0.015977440401911736, -0.08978340774774551, -0.07889243215322495, -0.007078344933688641, -0.015330306254327297, -0.01924249343574047, -0.1547851711511612, 0.12145596742630005, 0.1796908974647522, 0.08470730483531952, 0.08084190636873245, 0.009831118397414684]",2,"[0.01713845359650256, 0.4069586747457059, 0.5324165529583662, 0.043486318699425396]",1,"[0.0, 0.446, 0.365, 0.189]",1,"[0.00040226960836310584, 0.9859257612582933, 0.006590810092324315, 0.007081159041019336]",1,"[0.007528859656304121, 0.5508546829223633, 0.3748176395893097, 0.06679880619049072]"
204,304,3,[[2]],"[0.10492339730262756, -0.08612923324108124, -0.09499158710241318, -0.08094287663698196, 0.17810934782028198, -0.08458919823169708, 0.04612620547413826, 0.08757191151380539, 0.008496289141476154, -0.011328460648655891, -0.040797892957925797, -0.07743331789970398, -0.05934201553463936, -0.030067672953009605, 0.18192829191684723, -0.04877633601427078, -0.08664390444755554, -0.05581529438495636, 0.047828979790210724, 0.08728119730949402, -0.06930891424417496, -0.09738191962242126, 0.03385529667139053, 0.06269954144954681, -0.0674005001783371, -0.1581631302833557, 0.016766157001256943, 0.017332695424556732, -0.11446657031774521, -0.06912343949079514]",3,"[0.05293245564269505, 0.07995129366028123, 0.3898805110570401, 0.4772357396399836]",3,"[0.0, 0.089, 0.384, 0.527]",3,"[0.0017689282471230754, 0.0070125835386203265, 0.3333736003147343, 0.6578448878995222]",2,"[0.0015740368980914354, 0.0028242964763194323, 0.5335039496421814, 0.462097704410553]"
109,209,2,[[2]],"[-0.015313150361180305, 0.11863329261541367, -0.13730472326278687, -0.07785426080226898, -0.14885468780994415, -0.051054056733846664, 0.06607364863157272, -0.18416951596736908, -0.006041086278855801, 0.19193662703037262, -0.037742387503385544, 0.04411987587809563, 0.07773858308792114, 0.06574207544326782, -0.034812554717063904, -0.08271361887454987, -0.093758225440979, -0.11755730956792831, -0.030977055430412292, -0.09612639248371124, 0.09474225342273712, -0.13779333233833313, -0.07954289019107819, 0.12352758646011353, 0.12292450666427612, 0.1048687994480133, -0.02639172039926052, -0.042522646486759186, 0.0612034909427166, -0.04250355437397957]",2,"[0.037830149413713085, 0.1529207641357471, 0.6471404050385311, 0.16210868141200882]",2,"[0.0, 0.176, 0.752, 0.072]",2,"[0.00027561242745540934, 0.0034641436804755546, 0.9956207429193643, 0.000639500972704947]",2,"[0.0015453131636604667, 0.01642981544137001, 0.9779216647148132, 0.0041031730361282825]"
198,100,0,[[0]],"[0.19180098176002502, -0.1898544430732727, 0.0535840168595314, -0.015577951446175575, 0.036594975739717484, 0.05833566188812256, -0.05368570238351822, 0.11052371561527252, -0.20282518863677979, -0.21206146478652954, -0.1422722041606903, 0.1457921862602234, -0.10659869015216827, -0.17259863018989563, 0.03538704663515091, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.7981391804964145, 0.10311348951544232, 0.08581624729606341, 0.012931082692079706]",0,"[0.995, 0.001, 0.003, 0.001]",0,"[0.9980400939485345, 0.0008866894642216482, 0.00038385804307981516, 0.0006893585441637231]",0,"[0.9921019673347473, 0.0048546395264565945, 0.002001202665269375, 0.0010421539191156626]"
152,352,3,[[2]],"[-0.17613016068935394, -0.10125279426574707, 0.015519971959292889, -0.21811723709106445, 0.059271641075611115, -0.1964094191789627, 0.01629488170146942, -0.11248081177473068, -0.03139973804354668, 0.07927853614091873, -0.058238256722688675, 0.13142450153827667, 0.04742157459259033, -0.1663043051958084, -0.08457019925117493, -0.14295949041843414, -0.03113449364900589, -0.03272979333996773, -0.12552092969417572, -0.009797411970794201, -0.07469252496957779, -0.0005626967758871615, -0.023731140419840813, -0.0014443835243582726, 0.09947467595338821, -0.041216589510440826, 0.022326016798615456, -0.03155579790472984, -0.13265559077262878, -0.07186856120824814]",2,"[0.10499867111151805, 0.10132470795161064, 0.4263209222487003, 0.3673556986881711]",3,"[0.0, 0.097, 0.212, 0.691]",3,"[0.012718060848348397, 0.07557143189921839, 0.0873095616112993, 0.8244009456411339]",3,"[0.010470876470208168, 0.0716119110584259, 0.09413941949605942, 0.8237777352333069]"
181,381,3,[[0]],"[-0.1945774257183075, -0.1278809905052185, -0.08218567818403244, -0.012545729987323284, 0.18052256107330322, 0.11838537454605103, -0.11808209866285324, -0.15144571661949158, 0.05884537100791931, 0.06823629885911942, -0.03970412164926529, 0.13464264571666718, 0.12390118837356567, 0.0948464423418045, -0.1725236475467682, 0.05929361283779144, 0.14820025861263275, -0.03246959298849106, 0.0940561294555664, 0.09975536912679672, -0.15657733380794525, 0.019989479333162308, -0.09215182811021805, -0.06430265307426453, 0.10166043788194656, 0.013003611005842686, -0.03260897099971771, -0.23078760504722595, 0.03931223601102829, -0.007703876588493586]",3,"[0.20204537646130155, 0.14825402526630208, 0.3055405899282533, 0.34416000834414306]",3,"[0.0, 0.207, 0.281, 0.512]",3,"[0.0024185222258947064, 0.016846814041545703, 0.0036784629194974217, 0.9770562008130622]",3,"[0.01392983179539442, 0.0686769038438797, 0.06073398143053055, 0.8566592931747437]"
74,0,0,[[0]],"[0.036063287407159805, 0.08493136614561081, 0.11745888739824295, 0.131166473031044, -0.1598285436630249, 0.09396897256374359, -0.034815460443496704, -0.10830329358577728, 0.030234472826123238, -0.03549518436193466, 0.16675929725170135, -0.14566557109355927, -0.11680726706981659, 0.08150613307952881, 0.1163872480392456, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8603436089492891, 0.04539525821544312, 0.03574574957729558, 0.05851538325797227]",0,"[0.997, 0.001, 0.001, 0.001]",0,"[0.9974058068805455, 0.0016134819817741715, 0.0003250697914565111, 0.000655641346223708]",0,"[0.9918308854103088, 0.00352913374081254, 0.001758015132509172, 0.0028819995932281017]"
389,300,0,[[0]],"[-0.038410622626543045, 0.0050764502957463264, -0.17917010188102722, -0.00792095996439457, -0.061998240649700165, -0.14647257328033447, 0.12067507952451706, 0.12800469994544983, -0.13800708949565887, 0.039070699363946915, 0.05969100818037987, 0.05429058521986008, -0.03444491699337959, 0.056573666632175446, 0.01632256805896759, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8497518155052693, 0.04822912382435033, 0.048240539289241095, 0.05377852138113939]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9980918665761644, 0.0008349448754989473, 0.0003837942441832907, 0.0006893943041531539]",0,"[0.993786096572876, 0.003118607448413968, 0.0018460230203345418, 0.0012492532841861248]"
186,386,3,[[2]],"[0.1100640520453453, -0.07639628648757935, -0.0803903341293335, -0.045213550329208374, -0.028366494923830032, -0.09770805388689041, 0.1574006974697113, -0.044567130506038666, -0.05397391319274902, 0.0921371728181839, -0.08020670711994171, 0.05859777703881264, -0.16880497336387634, -0.17223429679870605, 0.11321572214365005, -0.02795966900885105, -0.02951558120548725, 0.058221347630023956, -0.13218584656715393, -0.05920323729515076, 0.1143122985959053, 0.04527193307876587, 0.12363607436418533, 0.07302796840667725, -0.03770536929368973, -0.12314803898334503, -0.0970471203327179, -0.13154952228069305, 0.04053325951099396, 0.13765321671962738]",2,"[0.10274879397983169, 0.17195778343686052, 0.5596677749104834, 0.16562564767282445]",2,"[0.0, 0.351, 0.482, 0.167]",2,"[0.004468454229648851, 0.06138724140327408, 0.9225492857457215, 0.011595018621355514]",2,"[0.01636776141822338, 0.28885871171951294, 0.6297470927238464, 0.0650264173746109]"
314,300,0,[[0]],"[0.10414622724056244, 0.06025582179427147, 0.018168028444051743, -0.12565544247627258, 0.17029321193695068, -0.07213082909584045, 0.16729766130447388, -0.3370659649372101, 0.025626692920923233, 0.13637742400169373, 0.045308731496334076, 0.08448263257741928, -0.045737288892269135, -0.11967407166957855, 0.07120193541049957, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8361907131133868, 0.023995239496417922, 0.10234740887421817, 0.03746663851597708]",0,"[0.998, 0.0, 0.002, 0.0]",0,"[0.9974746405354015, 0.0010486799066899745, 0.0008006367361322515, 0.0006760428217764821]",0,"[0.9928652048110962, 0.0014850534498691559, 0.00419922498986125, 0.0014505167491734028]"
260,360,3,[[3]],"[0.05086167901754379, 0.0033580230083316565, 0.012479488737881184, -0.03372911736369133, -0.03895823284983635, 0.07834604382514954, -0.23911228775978088, 0.0849568098783493, 0.06611774116754532, -0.03869523108005524, -0.061876486986875534, -0.07297516614198685, -0.21663427352905273, 0.12696342170238495, 0.04282783344388008, 0.009792004711925983, -0.10918524861335754, -0.0653870478272438, 0.009356233291327953, 0.1801881045103073, -0.01487390324473381, 0.07800509035587311, -0.03186246007680893, -0.2540266513824463, -0.08357767760753632, -0.0332568921148777, 0.15667927265167236, 0.006881099659949541, -0.026478245854377747, -0.05033870041370392]",3,"[0.05080073366918113, 0.07165475761616269, 0.03261856809069773, 0.8449259406239585]",3,"[0.0, 0.029, 0.017, 0.954]",3,"[0.00041623537229936217, 0.0017895315554269855, 0.0005418973850915492, 0.9972523356871825]",3,"[0.0008875024504959583, 0.0010009495308622718, 0.0006337992381304502, 0.9974777102470398]"
54,154,1,[[3]],"[-0.7613467574119568, 0.5397831201553345, 0.5015597343444824, 0.5277919769287109, -0.4438757002353668, 0.49914786219596863, -0.02716781757771969, -0.45472252368927, 0.2617257833480835, 0.5609322190284729, 0.6205589175224304, -0.3617985248565674, 0.035566847771406174, 0.4359007179737091, 0.4214779734611511, 0.08591356128454208, 0.022884521633386612, -0.015458891168236732, -0.1086050271987915, -0.1007457748055458, 0.137359157204628, -0.01663649082183838, 0.018774040043354034, -0.11558368057012558, -0.21510234475135803, -0.0821128785610199, 0.019872860983014107, 0.0656505897641182, -0.009687253274023533, -0.0651288703083992]",3,"[0.026097156868705125, 0.05432063075578389, 0.01905581492646492, 0.9005263974490462]",3,"[0.0, 0.362, 0.183, 0.455]",1,"[0.012741509737922027, 0.5993467898148035, 0.017684750477370673, 0.37022694996990385]",3,"[0.013602097518742085, 0.13179625570774078, 0.039570197463035583, 0.8150314688682556]"
143,100,0,[[0]],"[-0.25014016032218933, -0.10245119780302048, 0.17667442560195923, -0.03197929263114929, 0.09204429388046265, -0.14172989130020142, 0.05402779579162598, 0.10138572007417679, 0.19453065097332, 0.22521382570266724, -0.12513387203216553, 0.031791917979717255, 0.025320397689938545, -0.13795152306556702, 0.1903020292520523, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8399462083065073, 0.02446110668738359, 0.10277479117616387, 0.03281789382994532]",0,"[0.992, 0.0, 0.008, 0.0]",0,"[0.9980008565414644, 0.0009344913661779833, 0.00037532064995229425, 0.0006893314424050082]",0,"[0.9930185675621033, 0.0017272274708375335, 0.0035236699040979147, 0.0017304839566349983]"
44,344,3,[[1]],"[0.7061706185340881, 0.6223010420799255, 0.6141284108161926, -0.5355410575866699, 0.2584145963191986, 0.49111610651016235, -0.3650381565093994, 0.26708129048347473, -0.25809261202812195, 0.336544394493103, -0.6665133833885193, -0.548729658126831, 0.19462887942790985, 0.3260946273803711, -0.44783860445022583, -0.07557850331068039, -0.07160625606775284, 0.11698595434427261, -0.1707179695367813, -0.10063984990119934, 0.011768867261707783, 0.1159970611333847, -0.23400473594665527, -0.18774177134037018, 0.012330126948654652, -0.21768206357955933, 0.004297142382711172, 0.01969616860151291, -0.10108224302530289, 0.1290116012096405]",1,"[0.050018860477412566, 0.49968817580832287, 0.0031159847322853934, 0.4471769789819791]",1,"[0.02, 0.492, 0.09, 0.398]",3,"[0.0024364500748103057, 0.4668116160332327, 0.003485851479283858, 0.527266082412673]",1,"[0.02319473773241043, 0.5955350399017334, 0.015309649519622326, 0.36596056818962097]"
93,193,1,[[1]],"[-0.6238049864768982, -0.08903130888938904, 0.6505805850028992, 0.001979133579879999, 0.6972469091415405, -0.43671780824661255, -0.1733434796333313, -0.0757858157157898, 0.02834087423980236, -0.7171915173530579, -0.6096391081809998, -0.49305668473243713, -0.660455048084259, -0.5430294275283813, -0.6438494920730591, -0.07047342509031296, -0.18196827173233032, 0.013882159255445004, -0.08475681394338608, -0.025698043406009674, -0.04370568320155144, -0.05765032395720482, -0.04894283041357994, -0.04857313632965088, 0.009920439682900906, 0.05925426259636879, 0.07908060401678085, -0.04188872128725052, -0.14741195738315582, 0.20013202726840973]",1,"[0.22308135853201985, 0.7066185672448833, 0.03977758465370588, 0.030522489569391097]",1,"[0.0, 0.526, 0.173, 0.301]",1,"[0.01343481185066421, 0.6685982151299971, 0.0811302293127243, 0.23683674370661434]",1,"[0.009104860946536064, 0.8424531817436218, 0.05301934853196144, 0.09542258083820343]"
273,200,0,[[0]],"[0.049081142991781235, 0.10263826698064804, 0.002496741246432066, 0.06492391228675842, -0.038135237991809845, 0.005939704366028309, -0.12092235684394836, 0.05268842354416847, 0.1609310656785965, -0.02602308988571167, -0.06738472729921341, -0.13428117334842682, -0.009160199202597141, 0.018576061353087425, -0.16971564292907715, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8367338421013006, 0.0842075640599911, 0.03102492145988025, 0.04803367237882794]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9969613824947601, 0.0020250790935601227, 0.00032492494675898825, 0.00068861346492106]",0,"[0.9943721294403076, 0.002970766508951783, 0.0011068537132814527, 0.0015501913148909807]"
329,300,0,[[0]],"[0.0005294432048685849, 0.052388109266757965, -0.16126908361911774, 0.013060557655990124, 0.10692306607961655, -0.13202284276485443, 0.07722900807857513, -0.030176470056176186, -0.040451232343912125, 0.07748498767614365, 0.010504025034606457, 0.1451154351234436, 0.08367139846086502, -0.13306280970573425, -0.00828038901090622, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8548672265454408, 0.041959184345251775, 0.06370767655078992, 0.039465912558517474]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9978643895898204, 0.0010691470443588446, 0.00037722618281454024, 0.00068923718300633]",0,"[0.9952444434165955, 0.0015598982572555542, 0.0020963489077985287, 0.0010992911411449313]"
176,376,3,[[3]],"[0.18612994253635406, 0.0680665373802185, 0.009819172322750092, -0.15599241852760315, -0.15752048790454865, 0.004185917321592569, 0.05656545236706734, -0.07612492144107819, -0.04640115797519684, 0.11204735189676285, 0.26827767491340637, 0.006664364133030176, 0.15455283224582672, -0.1834348887205124, -0.09271793067455292, 0.03745066002011299, -0.024991828948259354, -0.04977637901902199, -0.12507754564285278, 0.09894291311502457, -0.0498042106628418, 0.08215156942605972, -0.21210531890392303, -0.1456555426120758, -0.00486075971275568, -0.011890243738889694, 0.1352585405111313, 0.06962213665246964, 0.04078121483325958, -0.055976830422878265]",3,"[0.04235656592682432, 0.053982722515785383, 0.16965717273675548, 0.7340035388206348]",3,"[0.001, 0.053, 0.076, 0.87]",3,"[0.0003777776423280249, 0.00221380717915541, 0.001566049120585914, 0.9958423660579305]",3,"[0.0014364845119416714, 0.002824750728905201, 0.0035780498292297125, 0.9921607375144958]"
15,115,1,[[1]],"[0.0527767688035965, -0.1496892124414444, -0.025847962126135826, 0.05698978528380394, 0.13219404220581055, -0.012147653847932816, -0.14145606756210327, 0.058100420981645584, 0.07989168912172318, 0.06046373397111893, 0.14191867411136627, 0.004119519609957933, 0.000430148997111246, -0.11526510119438171, -0.020982101559638977, -0.1053871363401413, 0.037232063710689545, -0.04636840149760246, -0.2065756767988205, 0.024351762607693672, 0.055199190974235535, -0.04612007737159729, 0.07921601831912994, -0.04225834459066391, 0.07539224624633789, 0.0012242045486345887, 0.014806005172431469, -0.07308147102594376, -0.053011514246463776, 0.2001080960035324]",3,"[0.08619099365701836, 0.2844522899430905, 0.20193086725735396, 0.4274258491425372]",1,"[0.0, 0.414, 0.179, 0.407]",1,"[0.008170170263327047, 0.7495572457138968, 0.14798691254108118, 0.094285671481695]",1,"[0.01031704805791378, 0.5296697616577148, 0.08225810527801514, 0.3777551054954529]"
243,200,0,[[0]],"[-0.22212719917297363, -0.03405604884028435, 0.12181680649518967, 0.0554327592253685, 0.018234293907880783, 0.016493968665599823, 0.0361422561109066, 0.14003974199295044, 0.3001643717288971, 0.10652806609869003, -0.10501819849014282, 0.02121252939105034, -0.30195847153663635, -0.05168473720550537, 0.06917548179626465, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8667578671791631, 0.033166974360900735, 0.05199616077074888, 0.04807899768918743]",0,"[0.989, 0.001, 0.01, 0.0]",0,"[0.9970064209433186, 0.0015661651986355867, 0.0003632280008330514, 0.0010641858572131267]",0,"[0.9945024251937866, 0.0020376616157591343, 0.0019287490285933018, 0.0015311441384255886]"
27,0,0,[[0]],"[0.23093664646148682, 0.15161652863025665, 0.04919109866023064, 0.10427119582891464, -0.07695643603801727, 0.09804429113864899, -0.0328596755862236, -0.07618032395839691, -0.03741871938109398, -0.17279626429080963, -0.21057912707328796, -0.01287049986422062, 0.03599610552191734, 0.09888112545013428, -0.06365525722503662, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8271403127265058, 0.11510032279028348, 0.03443234801859918, 0.023327016464611557]",0,"[0.997, 0.001, 0.001, 0.001]",0,"[0.9966775668969003, 0.0023091832261764584, 0.00032483244691933227, 0.0006884174300036875]",0,"[0.9934862852096558, 0.004080577753484249, 0.0010412823176011443, 0.0013918251497671008]"
46,0,0,[[0]],"[-0.007866984233260155, -0.027616694569587708, -0.05333879217505455, 0.18101975321769714, -0.05532165244221687, 0.16199436783790588, -0.009342365898191929, 0.19031979143619537, 0.03236459940671921, -0.012426076456904411, 0.18818965554237366, 0.05871417000889778, -0.02114298939704895, 0.11068349331617355, -0.021103883162140846, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8684066528131724, 0.059038557319046295, 0.024516607077300724, 0.048038182790480596]",0,"[0.996, 0.001, 0.002, 0.001]",0,"[0.9970982198024573, 0.0019307757148305787, 0.00032496954412825275, 0.0006460349385835573]",0,"[0.9930001497268677, 0.003533812938258052, 0.0012068001087754965, 0.0022592623718082905]"
174,274,2,[[2]],"[-0.13424326479434967, -0.09587831050157547, 0.14110548794269562, -0.06963557004928589, 0.07394956052303314, -0.16415336728096008, -0.034063976258039474, -0.0434468649327755, 0.11640194803476334, -0.1264622062444687, 0.008140893653035164, -0.04477754980325699, 0.17879873514175415, 0.1797485053539276, -0.1996784508228302, 0.04065224155783653, 0.10682446509599686, 0.13449019193649292, 0.00877190101891756, 0.02674257941544056, 0.03828742355108261, -0.12330766767263412, -0.15597645938396454, 0.10774657130241394, 0.1813327670097351, -0.11559196561574936, 0.03762943297624588, -0.16666649281978607, 0.101304791867733, 0.17470499873161316]",2,"[0.0843016594961672, 0.25641261697318757, 0.5355780468337016, 0.12370767669694357]",2,"[0.001, 0.306, 0.598, 0.095]",2,"[0.0004776424153798006, 0.01937021826531223, 0.9787396306924712, 0.0014125086268368032]",2,"[0.0019029566319659352, 0.05531962588429451, 0.9393194913864136, 0.0034579334314912558]"
111,100,0,[[0]],"[0.2114754468202591, 0.11741054058074951, 0.029062528163194656, -0.07197077572345734, 0.034676652401685715, -0.030268820002675056, 0.02652786672115326, 0.11829379200935364, -0.032865867018699646, 0.07733771204948425, -0.08065007627010345, 0.1620369404554367, -0.1747213453054428, -0.03149809688329697, 0.24092505872249603, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8247627746977783, 0.03145725139068619, 0.11062118170782737, 0.03315879220370823]",0,"[0.997, 0.0, 0.002, 0.001]",0,"[0.9980932917547558, 0.0008992414646198049, 0.00031807149208261956, 0.0006893952885415015]",0,"[0.9949563145637512, 0.001345797092653811, 0.0023498900700360537, 0.001347965793684125]"
177,377,3,[[3]],"[0.16430231928825378, 0.038845572620630264, 0.0052648019045591354, -0.15189407765865326, -0.11141310632228851, -0.05134212598204613, 0.021931489929556847, -0.04977792501449585, 0.10031202435493469, -0.015195968560874462, -0.005286760162562132, 0.10430356115102768, -0.006681016646325588, -0.02942017838358879, -0.012827608734369278, -0.18485696613788605, -0.01562458649277687, 0.07564353942871094, -0.06591366231441498, 0.05602908879518509, 0.06701438874006271, 0.049608875066041946, -0.068264901638031, -0.12263672798871994, -0.22275926172733307, -0.05838621407747269, -0.0908111184835434, -0.09411033242940903, -0.028514688834547997, -0.1581607162952423]",3,"[0.03728593478798803, 0.048225046135446724, 0.26671825406584293, 0.6477707650107223]",3,"[0.0, 0.057, 0.133, 0.81]",3,"[0.0026733481603066073, 0.008719619253316732, 0.013935845281061876, 0.9746711873053147]",3,"[0.0029930691234767437, 0.005191221833229065, 0.012099871411919594, 0.9797158241271973]"
210,200,0,[[0]],"[-0.032817501574754715, 0.22824802994728088, 0.005248125176876783, -0.0021144282072782516, 0.041418734937906265, 0.08374040573835373, -0.14630508422851562, 0.11982907354831696, 0.16433562338352203, 0.016314078122377396, 0.1288568675518036, -0.09829490631818771, 0.06751514226198196, -0.042042627930641174, -0.16699206829071045, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8510308667835986, 0.053439969236140826, 0.032102455143507055, 0.06342670883675362]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9975062769230308, 0.0014330712865315014, 0.00037166196024660604, 0.0006889898301914272]",0,"[0.9948535561561584, 0.002180699026212096, 0.0013169307494536042, 0.0016488030087202787]"
